taxon,Leaves|leaf_size_width,Leaves|petiole_length,Leaves|distance_between_2_secondary_vein,Leaves|teeth_location_distance_from_base,Leaves|leaf_size_length,Leaves|petiole_width,Leaves|lateral_leaflet_petiolule_length
Cissus_striata,4.58598736657132,3.52929738428947,1.80828877117927,3.00071981506503,4.4320065669789,0.0953101798043249,-0.510825623765991
Cissus_trianae,3.80888224650863,3.4291367503514,1.52605630349505,2.94968833505258,3.61361696961339,-0.22314355131421,-2.30258509299405
Cissus_verticillata,4.58598736657132,3.46885603013597,2.02814824729229,3.00071981506503,4.14472076954717,0,?
Clematicissus_angustissima,?,2.71469474382088,?,?,?,?,-2.30258509299405
Clematicissus_opaca,4.55492896955134,3.29953372788566,2.53369681395743,?,4.24992279404054,-0.105360515657826,-2.30258509299405
Cyphostemma_adenocaule,4.57574137529728,3.52929738428947,1.7227665977411,1.1314021114911,4.24992279404054,0.470003629245736,1.96009478404727
Cyphostemma_junceum,5.39408198853242,-2.30258509299405,2.83907846350861,4.09600984154116,5.01130173863942,?,2.31253542384721
Cyphostemma_lageniflorum,4.86830338551846,3.80888224650863,2.31253542384721,2.02814824729229,4.55492896955134,0.470003629245736,2.02814824729229
Cyphostemma_laza,5.01130173863942,3.29953372788566,2.31253542384721,2.36085400111802,4.82911341747287,0.470003629245736,0.955511445027436
Cyphostemma_microdiptera,5.04407007018249,3.46885603013597,2.2082744135228,2.33698651971138,4.60616968632117,0.470003629245736,1.96009478404727
Cyphostemma_paucidentatum,5.07579862000267,3.64021428213266,2.71469474382088,2.57261223020711,5.07579862000267,0.336472236621213,1.41098697371026
Cyphostemma_setosum,4.50092016461429,-2.30258509299405,2.71469474382088,2.57261223020711,4.50092016461429,?,-2.30258509299405
Leea_guineensis,6.70942628404237,4.78832472908594,2.53369681395743,3.00071981506503,6.7335209323708,2.40694510831829,2.31253542384721
Leea_papuana,7.00315636374539,5.70411575244632,2.64617479738412,3.55820113047182,?,2.40694510831829,3.22286784613774
Nothocissus_spicifera,4.90601524496615,3.40452517175483,3.22286784613774,3.55820113047182,4.4320065669789,0.741937344729377,?
Parthenocissus_dalzielii,5.29881724158969,4.44382703557933,2.09186406167839,?,4.38327585407431,0.0953101798043249,-2.30258509299405
Parthenocissus_laetevirens,5.34758360785095,4.40793801645838,2.31253542384721,4.06216566385787,4.94235645334296,0.336472236621213,1.96009478404727
Parthenocissus_quinquefolia,5.13638649940182,4.44382703557933,2.15176220325946,3.55820113047182,4.70138904372863,0.0953101798043249,0.955511445027436
Parthenocissus_vitacea,5.01130173863942,3.97217692824789,2.4932054526027,3.29953372788566,4.50092016461429,0.53062825106217,1.28093384546206
Pterisanthes_polita,4.86830338551846,3.40452517175483,2.98568193770049,3.55820113047182,4.09600984154116,0.262364264467491,?
Rhoicissus_digitata,4.17592454921452,2.8094026953625,2.2082744135228,?,4.22097721315547,0.262364264467491,-2.30258509299405
Rhoicissus_tridentata,4.4200447018614,3.22286784613774,1.88706964903238,?,4.29182836675573,0.262364264467491,-2.30258509299405
Tetrastigma_bioritsense,4.97742315989014,3.80888224650863,2.77881927199042,?,4.86830338551846,0.0953101798043249,-0.356674943938732
Tetrastigma_obtectum,3.18221184049661,2.31253542384721,1.7227665977411,1.96009478404727,3.00071981506503,-0.510825623765991,-2.30258509299405
Tetrastigma_planicaule,5.70411575244632,2.2082744135228,2.31253542384721,3.40452517175483,5.70411575244632,1.28093384546206,2.61006979274201
Tetrastigma_rumicispermum,4.94235645334296,4.31882055877009,1.88706964903238,?,5.19351225218191,0.641853886172395,1.41098697371026
Tetrastigma_serrulatum,4.24992279404054,3.55820113047182,2.02814824729229,1.80828877117927,3.91402100809082,0.182321556793955,0.048790164169432
Vitis_aestivalis,5.24755024949438,4.24992279404054,2.89591193827178,3.22286784613774,4.94235645334296,0.741937344729377,?
Vitis_betulifolia,4.90601524496615,3.80888224650863,2.31253542384721,3.18221184049661,4.47847253294213,0.336472236621213,?
Vitis_flexuosa,4.31882055877009,3.3357695763397,1.67709656090792,2.31253542384721,3.69137633431252,-0.22314355131421,?
Vitis_piasezkii,4.87596039076965,3.85227300102237,4.24992279404054,?,4.34510328056928,0.53062825106217,-2.30258509299405
Vitis_rotundifolia,4.74580131572784,3.69137633431252,2.31253542384721,3.29953372788566,4.38327585407431,-0.105360515657826,?
Vitis_tsoi,4.50092016461429,2.74727091425549,1.88706964903238,2.71469474382088,3.40452517175483,0.0953101798043249,?
Vitis_vinifera,4.82911341747287,3.80888224650863,2.31253542384721,2.83907846350861,4.58598736657132,0.0953101798043249,?
Yua_austro_orientalis,4.78832472908594,3.69137633431252,2.31253542384721,3.80888224650863,4.60616968632117,0,1.1314021114911
Yua_thomsonii,4.75445188870385,3.80888224650863,1.7227665977411,3.48431228837266,4.46705688385846,0.336472236621213,-1.38629436111989
Ampelocissus_abyssinica,5.58481123336301,4.9152251092916,?,?,5.14737819098275,?,?
Ampelocissus_arachnoidea,5.02782011885036,4.35799005684564,?,?,4.72384171570559,?,?
Ampelocissus_divaricata,5.56106617245461,4.56278446949165,?,2.71469474382088,5.34758360785095,0.854415328156068,2.40694510831829
Ampelocissus_gracilis,5.10655135092608,3.96271611974366,?,3.11794990627824,4.70138904372863,0.336472236621213,?
Cissus_obovata,4.58598736657132,3.49953328238302,1.96009478404727,2.89591193827178,4.19116874685764,0.405465108108164,1.7227665977411
Cyphostemma_buchananii,4.78832472908594,3.60004824040732,2.26176309847379,2.53369681395743,4.86830338551846,0.470003629245736,-2.30258509299405
Cyphostemma_hereroense,4.94235645334296,-2.30258509299405,2.77881927199042,3.00071981506503,4.78832472908594,?,-2.30258509299405
Cyphostemma_odontadenium,4.33204826486764,2.68102152871429,2.15176220325946,0,4.39568296112137,0.587786664902119,0.955511445027436
